Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8
 Markus Lanz 06.06.2017,1007,10,63,06.06.2017,073'54,23:34:18 - 00:48:12," 23:34:18 - 00:48:12 073'54 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Jan Ilhan KIZILHAN (Psychologe), Reinhold BECKMANN (Moderator), Prof. Mojib LATIF (Klimaforscher, Vater war Imam) und Sandra OTTO (Brustkrebs-Patientin) ",Jan Ilhan KIZILHAN,Psychologe,Reinhold BECKMANN,Moderator,Mojib LATIF,"Klimaforscher, Vater war Imam",Sandra OTTO,Brustkrebs-Patientin,,,,,,,,
 Markus Lanz 07.06.2017,1008,10,64,07.06.2017,074'11,23:15:50 - 00:30:01," 23:15:50 - 00:30:01 074'11 O-Ton Interview Markus LANZ mit den Studiogästen Ahmad MANSOUR (Psychologe), Jens SPAHN (StSekr Bundesfinanzministerium, CDU), Prof. Ferdinand DUDENHÖFFER (Automobilexperte), Britta ZIELINSKI (Krankenpflegerin) und Dr. Angela SCHULZ (Kinderärztin) ",Ahmad MANSOUR,Psychologe,Jens SPAHN,"StSekr Bundesfinanzministerium, CDU",Ferdinand DUDENHÖFFER,Automobilexperte,Britta ZIELINSKI,Krankenpflegerin,Angela SCHULZ,Kinderärztin,,,,,,
 Markus Lanz 08.06.2017,1009,10,65,08.06.2017,075'41,23:25:28 - 00:41:09," 23:25:28 - 00:41:09 075'41 O-Ton Interview Markus LANZ mit den Studiogästen Katrin GÖRING-ECKARDT (Spitzenkandidatin Bündnis 90 / Die Grünen), Hajo SCHUMACHER (Journalist), Sarah WILLIS (Hornistin), Angelo KELLY (Musiker) und Joey KELLY (Musiker) ",Katrin GÖRING-ECKARDT,Spitzenkandidatin Bündnis 90 / Die Grünen,Hajo SCHUMACHER,Journalist,Sarah WILLIS,Hornistin,Angelo KELLY,Musiker,Joey KELLY,Musiker,,,,,,
 Markus Lanz 13.06.2017,1010,10,66,13.06.2017,075'20,22:46:14 - 00:01:34," 22:46:14 - 00:01:34 075'20 O-Ton Interview Markus LANZ mit den Studiogästen Andre SCHULZ (Vors. Bund Deutscher Kriminalbeamter (BDK)), Yigit MUK (ehem. Mitglied von Jugendgang), Olli DITTRICH (Komiker), Leonhard HOROWSKI (Historiker) und Dr. Mai Thi NGUYEN-KIM (Wissenschaftlerin, Moderatorin) ",Andre SCHULZ,BDK,Bund Deutscher K,BDK,Yigit MUK,ehem. Mitglied von Jugendgang,Olli DITTRICH,Komiker,Leonhard HOROWSKI,Historiker,Mai Thi NGUYEN-KIM,"Wissenschaftlerin, Moderatorin",,,,
 Markus Lanz 14.06.2017,,,,14.06.2017,074'44,23:17:28 - 00:32:12," 23:17:28 - 00:32:12 074'44 O-Ton Interview Markus LANZ mit den Studiogästen Jürgen TRITTIN (Politiker, Bündnis 90 / Die Grünen), Albrecht VON LUCKE (Publizist), Lilly BECKER (Model), Adriana ALTARAS (Autorin) und Katja JUST (Autorin) ",Jürgen TRITTIN,"Politiker, Bündnis 90 / Die Grünen",Albrecht VON,Publizist,Lilly BECKER,Model,Adriana ALTARAS,Autorin,Katja JUST,Autorin,,,,,,
 Markus Lanz 15.06.2017,1012,10,68,15.06.2017,074'38,23:19:02 - 00:33:40," 23:19:02 - 00:33:40 074'38 O-Ton Interview Markus LANZ mit den Studiogästen Thomas OPPERMANN (Fraktionsvors. SPD), Dominic SCHMITZ (ehem. Salafist), Lamya KADDOR (Islamwissenschaftlerin), Götz W WERNER (Unternehmer) ",Thomas OPPERMANN,Fraktionsvors. SPD,Dominic SCHMITZ,ehem. Salafist,Lamya KADDOR,Islamwissenschaftlerin,Götz W WERNER,Unternehmer,,,,,,,,
 Markus Lanz 20.06.2017,1013,10,69,20.06.2017,076'49,23:17:09 - 00:33:58," 23:17:09 - 00:33:58 076'49 O-Ton Interview Markus LANZ mit den Studiogästen Stefan AUST (ehem. Chefredakteur 'Spiegel'), Ulrich WICKERT (Journalist, Autor), Dr. Eckart VON HIRSCHHAUSEN (Arzt, Moderator), Andreas WENDEROTH (schrieb Buch ",Stefan AUST,ehem. Chefredakteur 'Spiegel',Ulrich WICKERT,"Journalist, Autor",Eckart VON,"Arzt, Moderator",,,,,,,,,,
 Markus Lanz 21.06.2017,1014,10,70,21.06.2017,074'44,23:31:34 - 00:46:18," 23:31:34 - 00:46:18 074'44 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Rüdiger FRANK (Ökonom), Lena MEYER-LANDRUT (Sängerin), Ingo APPELT (Comedian) und Carlo THRÄNHARDT (ehem. Leichtathlet) ",Rüdiger FRANK,Ökonom,Lena MEYER-LANDRUT,Sängerin,Ingo APPELT,Comedian,Carlo THRÄNHARDT,ehem. Leichtathlet,,,,,,,,
 Markus Lanz 22.06.2017,1015,10,71,22.06.2017,075'01,23:17:23 - 00:32:24," 23:17:23 - 00:32:24 075'01 O-Ton Interview Markus LANZ mit den Studiogästen Markus SÖDER (Finanzminister Bayern, CSU), Philip Mohamed AL-KHAZAN (Lehrer), Dora HELDT (Schriftstellerin) und Semino ROSSI (Sänger) ",Markus SÖDER,"Finanzminister Bayern, CSU",Philip Mohamed AL-KHAZAN,Lehrer,Dora HELDT,Schriftstellerin,Semino ROSSI,Sänger,,,,,,,,
 Markus Lanz 27.06.2017,1016,10,72,27.06.2017,074'34,23:15:21 - 00:29:55," 23:15:21 - 00:29:55 074'34 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Karl LAUTERBACH (stellv. Fraktionsvors. SPD), Michael SPRENG (Journalist), Natalia AVELON (Sängerin), Kai PFLAUME (Moderator) und Prof. Rainer THOMASIUS (Suchtmediziner) ",Karl LAUTERBACH,stellv. Fraktionsvors. SPD,Michael SPRENG,Journalist,Natalia AVELON,Sängerin,Kai PFLAUME,Moderator,Rainer THOMASIUS,Suchtmediziner,,,,,,
 Markus Lanz 28.06.2017,1017,10,73,28.06.2017,075'00,23:17:25 - 00:32:25," 23:17:25 - 00:32:25 075'00 O-Ton Interview Markus LANZ mit den Studiogästen Rafael BUSCHMANN (Journalist), Heiko WASSER (Moderator), Heide REZEPA-ZABEL (Kunsthistorikerin), Ludwig HOFMAIER (Antiquitätenhändler) und John NIXON (ehem. Analyst der CIA) ",Rafael BUSCHMANN,Journalist,Heiko WASSER,Moderator,Heide REZEPA-ZABEL,Kunsthistorikerin,Ludwig HOFMAIER,Antiquitätenhändler,John NIXON,ehem. Analyst der CIA,,,,,,
 Markus Lanz 29.06.2017,1018,10,74,29.06.2017,076'30,23:26:19 - 00:42:49," 23:26:19 - 00:42:49 076'30 O-Ton Interview Markus LANZ mit den Studiogästen Sevim DAGDELEN (MdB Die Linke), Jan FLEISCHHAUER (Journalist), Axel SCHULZ (ehem. Boxer), Bernd BÖNTE (Sportmanager) und Prof. Thomas HILDEBRANDT (Tierarzt) ",Sevim DAGDELEN,MdB Die Linke,Jan FLEISCHHAUER,Journalist,Axel SCHULZ,ehem. Boxer,Bernd BÖNTE,Sportmanager,Thomas HILDEBRANDT,Tierarzt,,,,,,
 Markus Lanz 04.07.2017,1019,10,75,04.07.2017,074'15,23:14:53 - 00:29:08," 23:14:53 - 00:29:08 074'15 O-Ton Interview Markus LANZ mit den Studiogästen Wolfgang KUBICKI (Fraktionsvors. FDP Schleswig-Holstein), Christiane HOFFMANN (Journalistin Magazin 'Spiegel'), Dirk STEFFENS (Tierfilmer, Naturfilmer) und Jürgen VIETOR (1977 Pilot der 'Landshut') ",Wolfgang KUBICKI,Fraktionsvors. FDP Schleswig-Holstein,Christiane HOFFMANN,Journalistin Magazin 'Spiegel',Dirk STEFFENS,"Tierfilmer, Naturfilmer",Jürgen VIETOR,1977 Pilot der 'Landshut',,,,,,,,
 Markus Lanz 05.07.2017,1020,10,76,05.07.2017,070'11,23:47:44 - 00:57:55," 23:47:44 - 00:57:55 070'11 O-Ton Interview Markus LANZ mit den Studiogästen Ulf RÖLLER (Journalist), Robin ALEXANDER (Journalist), Margot KÄßMANN (Theologin) und Bastiaan RAGAS (Moderator) ",Ulf RÖLLER,Journalist,Robin ALEXANDER,Journalist,Margot KÄßMANN,Theologin,Bastiaan RAGAS,Moderator,,,,,,,,
 Markus Lanz 06.07.2017,1021,10,77,06.07.2017,075'39,23:31:28 - 00:47:07," 23:31:28 - 00:47:07 075'39 O-Ton Interview Markus LANZ mit den Studiogästen Gregor GYSI (Die Linke), Hans-Ulrich JÖRGES (Journalist Magazin 'Stern'), Wibke BRUHNS (Journalistin), Louis KLAMROTH (Moderator) und Thilo MISCHKE (Autor, Moderator) ",Gregor GYSI,Die Linke,Ulrich JÖRGES,Journalist Magazin 'Stern',Wibke BRUHNS,Journalistin,Louis KLAMROTH,Moderator,Thilo MISCHKE,"Autor, Moderator",,,,,,
 Markus Lanz 11.07.2017,1022,10,78,11.07.2017,074'39,22:45:15 - 23:59:54," 22:45:15 - 23:59:54 074'39 O-Ton Interview Markus LANZ mit den Studiogästen Olaf SUNDERMEYER (Journalist), Gerhard KIRSCH (Polizist), Wolfgang PAURITSCH (Kunsthändler), Gwendolin WEISSER und Patrick ALLGAIER (Reisende, Filmemacher) ",Olaf SUNDERMEYER,Journalist,Gerhard KIRSCH,Polizist,Wolfgang PAURITSCH,Kunsthändler,Gwendolin WEISSER,"Reisende, Filmemacher",Patrick ALLGAIER,"Reisende, Filmemacher",,,,,,
 Markus Lanz 12.07.2017,1023,10,79,12.07.2017,069'58,23:53:34 - 01:03:32," 23:53:34 - 01:03:32 069'58 O-Ton Interview Markus LANZ mit den Studiogästen Wolf VON LOJEWSKI (Journalist), Wolfgang KRAUSHAAR (Politologe), Christian SCHULTE-LOH (Comedian) und Jan MOHNHAUPT (Autor) ",Wolf VON,Journalist,Wolfgang KRAUSHAAR,Politologe,Christian SCHULTE-LOH,Comedian,Jan MOHNHAUPT,Autor,,,,,,,,
 Markus Lanz 13.07.2017,1024,10,80,13.07.2017,075'29,23:23:51 - 00:39:20," 23:23:51 - 00:39:20 075'29 O-Ton Interview Markus LANZ mit den Studiogästen Thomas STROBL (Innenminister Baden-Württemberg, CDU), Hajo SCHUMACHER (Journalist), Elena UHLIG (Schauspielerin), Carsten STORMER (Kriegsreporter) und Ahmad ABBAS (Auszubildender) ",Thomas STROBL,"Innenminister Baden-Württemberg, CDU",Hajo SCHUMACHER,Journalist,Elena UHLIG,Schauspielerin,Carsten STORMER,Kriegsreporter,Ahmad ABBAS,Auszubildender,,,,,,
 Markus Lanz - Kuba!,,,,15.08.2017,083'45,10:00:00 - 11:23:45," 10:00:00 - 11:23:45 083'45 Im Dezember 2014 beendete Barack Obama die Eiszeit zwischen Amerika und Kuba. Seitdem gibt es einen Ansturm, nicht nur von US-Touristen, auf Kuba. Auch viele deutsche Urlauber wollen das Land der legendären Revolutionsführer Fidel Castro und Che Guevara noch einmal erleben, bevor Reisende und Unternehmen aus den USA den sozialistischen Charme Kubas mit kapitalistischer Wucht wegspülen. Markus Lanz trifft auf seiner Reise von Havanna ",,,,,,,,,,,,,,,,
 Markus Lanz 22.08.2017,1025,10,81,22.08.2017,075'13,22:45:43 - 00:00:56," 22:45:43 - 00:00:56 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Elmar THEVEßEN (ZDF-Terrorismusexperte), Joachim GERHARD (seine beiden Söhne gingen als Konvertiten zum Islam nach Syrien und schlossen sich dort dem IS an), Stefan KRETZSCHMAR (ehem. Handballer), NGUYEN Do Thinh (Augenzeuge der Ausschreitungen in Rostock-Lichtenhagen) und Jochen SCHMIDT (berichtete für das ZDF-Magazin 'Kennzeichen D' ",Elmar THEVEßEN,ZDF-Terrorismusexperte,Joachim GERHARD,seine beiden Söhne gingen als Konvertiten zum Islam nach Syrien und schlossen sich dort dem IS an,Stefan KRETZSCHMAR,ehem. Handballer,Do T,Augenzeuge der Ausschreitungen in Rostock-Lichtenhagen,,,,,,,,
 Markus Lanz 23.08.2017,1026,10,82,23.08.2017,075'22,23:34:18 - 00:49:40," 23:34:18 - 00:49:40 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Sylke TEMPEL (Journalistin), Ewald LIENEN (ehem. Fußballer und Fußballtrainer), Jörg WONTORRA (Sportmoderator), Lucas VOGELSANG (Journalist) und Janina BREITLING (bloggte ",Sylke TEMPEL,Journalistin,Ewald LIENEN,ehem. Fußballer und Fußballtrainer,Jörg WONTORRA,Sportmoderator,Lucas VOGELSANG,Journalist,,,,,,,,
 Markus Lanz 24.08.2017,1027,10,83,24.08.2017,075'51,23:19:59 - 00:35:50," 23:19:59 - 00:35:50 075'51 O-Ton Interview Markus LANZ mit den Studiogästen Wladimir KLITSCHKO (ehem. Profiboxer), Bernd BÖNTE (Sportmanager), Ingrid NOLL (Autorin) und Andreas ENGLISCH (Journalist) ",Wladimir KLITSCHKO,ehem. Profiboxer,Bernd BÖNTE,Sportmanager,Ingrid NOLL,Autorin,Andreas ENGLISCH,Journalist,,,,,,,,
 Markus Lanz 29.08.2017,1028,10,84,29.08.2017,076'14,23:29:30 - 00:45:44," 23:29:30 - 00:45:44 076'14 O-Ton Interview Markus LANZ mit den Studiogästen Walter KOHL (Sohn von Helmut Kohl), Dieter WONKA (Journalist), Florian MUNDT (LEFLOID",Walter KOHL,Sohn von Helmut Kohl,Dieter WONKA,Journalist,,,,,,,,,,,,
 Markus Lanz 30.08.2017,1029,10,85,30.08.2017,075'00,23:13:38 - 00:28:38," 23:13:38 - 00:28:38 075'00 O-Ton Interview Markus LANZ mit den Studiogästen Elke SPANNER (Journalistin), Jens GNISA (Richter), Andreas BOURANI (Sänger), Alexander GORKOW (Journalist) und Cornelia ZOHR (Mutter eines misshandelten Kindes) ",Elke SPANNER,Journalistin,Jens GNISA,Richter,Andreas BOURANI,Sänger,Alexander GORKOW,Journalist,Cornelia ZOHR,Mutter eines misshandelten Kindes,,,,,,
 Markus Lanz 31.08.2017,1030,10,86,31.08.2017,075'10,23:17:14 - 00:32:24," 23:17:14 - 00:32:24 075'10 O-Ton Interview Markus LANZ mit den Studiogästen Richard David PRECHT (Philosoph), Josef KRAUS (Pädagoge, ehem. Präsident Deutscher Lehrerverband), Seyran ATES (Rechtsanwältin, Gründerin der Ibn-Rushd-Goethe-Moschee) und Falk STIRKAT (Notfallmediziner) ",Richard David PRECHT,Philosoph,Josef KRAUS,"Pädagoge, ehem. Präsident Deutscher Lehrerverband",Seyran ATES,"Rechtsanwältin, Gründerin der Ibn-Rushd-Goethe-Moschee",Falk STIRKAT,Notfallmediziner,,,,,,,,
 Markus Lanz 05.09.2017,1031,10,87,05.09.2017,075'13,23:30:28 - 00:45:41," 23:30:28 - 00:45:41 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Ulrich WALTER (Physiker, ehem. Astronaut), Michael SPRENG (Politikberater), Klaas HEUFER-UMLAUF (Moderator) sowie das Abenteurerehepaar Dieter KREUTZKAMP und Juliana KREUTZKAMP ",Ulrich WALTER,"Physiker, ehem. Astronaut",Michael SPRENG,Politikberater,Klaas HEUFER-UMLAUF,Moderator,,,,,,,,,,
 Markus Lanz 06.09.2017,1032,10,88,06.09.2017,076'04,23:18:46 - 00:34:50," 23:18:46 - 00:34:50 076'04 O-Ton Interview Markus LANZ mit den Studiogästen Elisabeth WEHLING (Linguistin), Bill MURRAY (Schauspieler), Michael MITTERMEIER (Comedian), Jan VOGLER (Cellist) und Sven REGENER (Autor, Musiker) zu den Schwerpunktthemen: Sprache der Politiker, Körpersprache, TV-Duell von Politikern",Elisabeth WEHLING,Linguistin,Bill MURRAY,Schauspieler,Michael MITTERMEIER,Comedian,Jan VOGLER,Cellist,Sven REGENER,"Autor, Musiker",,,,,,
 Markus Lanz 07.09.2017,1033,10,89,07.09.2017,075'22,23:15:27 - 00:30:49," 23:15:27 - 00:30:49 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Jörg SCHLEYER (Sohn von Hanns Martin Schleyer), Robin ALEXANDER (Journalist), Joko WINTERSCHEIDT (Moderator) sowie Shania TWAIN (Sängerin) ",Jörg SCHLEYER,Sohn von Hanns Martin Schleyer,Robin ALEXANDER,Journalist,Joko WINTERSCHEIDT,Moderator,Shania TWAIN,Sängerin,,,,,,,,
 Markus Lanz 12.09.2017,1034,10,90,12.09.2017,075'42,23:35:43 - 00:51:25," 23:35:43 - 00:51:25 075'42 O-Ton Interview Markus LANZ mit den Studiogästen Peter WOHLLEBEN (Förster, Autor), Stephan GRÜNEWALD (Psychologe, GeschF Meinungsforschungs-Institut Rheingold), Christel PAWESKI (in einer RTL-Fernsehsendung hatte die Rentnerin vor der Bundestagswahl 2013 Bundeskanzlerin Angela Merkel ihr Leben in Altersarmut geschildert) und Sebastian PUFPAFF (Kabarettist) ",Peter WOHLLEBEN,"Förster, Autor",Stephan GRÜNEWALD,"Psychologe, GeschF Meinungsforschungs-Institut Rheingold",Christel PAWESKI,in einer RTL-Fernsehsendung hatte die Rentnerin vor der Bundestagswahl 2013 Bundeskanzlerin Angela Merkel ihr Leben in Altersarmut geschildert,Sebastian PUFPAFF,Kabarettist,,,,,,,,
 Markus Lanz 13.09.2017,1035,10,91,13.09.2017,070'03,23:47:06 - 00:57:09," 23:47:06 - 00:57:09 070'03 O-Ton Interview Markus LANZ mit den Studiogästen Waldemar HARTMANN (Journalist), Thomas STRUNZ (ehem. Fußballprofi, Spielerberater), Markus FELDENKIRCHEN (Journalist), Emma SMIRNOWA (Witwe) und Matthias BEHR (ehem. Fechter) ",Waldemar HARTMANN,Journalist,Thomas STRUNZ,"ehem. Fußballprofi, Spielerberater",Markus FELDENKIRCHEN,Journalist,Emma SMIRNOWA,Witwe,Matthias BEHR,ehem. Fechter,,,,,,
 Markus Lanz 14.09.2017,1036,10,92,14.09.2017,075'08,23:25:07 - 00:40:15," 23:25:07 - 00:40:15 075'08 O-Ton Interview Markus LANZ mit den Studiogästen Dieter FOX (ehem. GSG-9-Beamter), Stefan AUST (Journalist), Ilka BESSIN (Comedian) und Götz ALSMANN (Musiker, Entertainer) ",Dieter FOX,ehem. GSG-9-Beamter,Stefan AUST,Journalist,Ilka BESSIN,Comedian,Götz ALSMANN,"Musiker, Entertainer",,,,,,,,
 Markus Lanz 19.09.2017,1037,10,93,19.09.2017,075'23,23:40:19 - 00:55:42," 23:40:19 - 00:55:42 075'23 O-Ton Interview Markus LANZ mit den Studiogästen Susanne FRÖHLICH (Autorin), Dirk ROßMANN (Unternehmer), Alexander JORDE (in der ARD-Fernsehsendung 'Wahlarena' stellte der Auszubildende zum Krankenpfleger Bundeskanzlerin Angela Merkel eine Frage zur Situation vom deutschen Pflegesystem) und Georg Stefan TROLLER (Journalist) ",Susanne FRÖHLICH,Autorin,Dirk ROßMANN,Unternehmer,Alexander JORDE,in der ARD-Fernsehsendung 'Wahlarena' stellte der Auszubildende zum Krankenpfleger Bundeskanzlerin Angela Merkel eine Frage zur Situation vom deutschen Pflegesystem,Georg Stefan TROLLER,Journalist,,,,,,,,
 Markus Lanz 20.09.2017,1038,10,94,20.09.2017,074'14,23:16:21 - 00:30:35," 23:16:21 - 00:30:35 074'14 O-Ton Interview Markus LANZ mit den Studiogästen Souad MEKHENNET (Journalistin), Felix VON DER LADEN (YouTuber), Sigmund GOTTLIEB (Journalist) und Johann LAFER (Sternekoch) ",Souad MEKHENNET,Journalistin,Felix VON,YouTuber,Sigmund GOTTLIEB,Journalist,Johann LAFER,Sternekoch,,,,,,,,
 Markus Lanz 21.09.2017,1039,10,95,21.09.2017,075'28,23:32:41 - 00:48:09," 23:32:41 - 00:48:09 075'28 O-Ton Interview Markus LANZ mit den Studiogästen Simone FLEISCHMANN (Lehrerin, Präsidentin Bayerischer Lehrer- und Lehrerinnenverband), Claus KLEBER (Journalist, Moderator), Melanie AMANN (Journalistin) und Adele NEUHAUSER (Schauspielerin) ",Simone FLEISCHMANN,"Lehrerin, Präsidentin Bayerischer Lehrer- und Lehrerinnenverband",Claus KLEBER,"Journalist, Moderator",Melanie AMANN,Journalistin,Adele NEUHAUSER,Schauspielerin,,,,,,,,
 Markus Lanz 26.09.2017,1040,10,96,26.09.2017,074'35,23:18:37 - 00:33:12," 23:18:37 - 00:33:12 074'35 O-Ton Interview Markus LANZ mit den Studiogästen Wolfgang KUBICKI (stellv. Vors. FDP), Katja KIPPING (Vors. Die Linke), Dieter HALLERVORDEN (Schauspieler), Christian KRUG und Wolfram WEIMER (beide Journalisten) ",Wolfgang KUBICKI,stellv. Vors. FDP,Katja KIPPING,Vors. Die Linke,Dieter HALLERVORDEN,Schauspieler,Christian KRUG,beide Journalisten,Wolfram WEIMER,beide Journalisten,,,,,,
 Markus Lanz 27.09.2017,1041,10,97,27.09.2017,067'39,23:47:50 - 00:55:29," 23:47:50 - 00:55:29 067'39 O-Ton Interview Markus LANZ mit den Studiogästen Armin LASCHET (MPr Nordrhein-Westfalen, stellv. Vors. CDU), Nikolas BLOME (Journalist), Jörg THADEUSZ (Moderator, Journalist), Anastasia ZAMPOUNIDIS (Fernsehmoderatorin) ",Armin LASCHET,"MPr Nordrhein-Westfalen, stellv. Vors. CDU",Nikolas BLOME,Journalist,Jörg THADEUSZ,"Moderator, Journalist",Anastasia ZAMPOUNIDIS,Fernsehmoderatorin,,,,,,,,
 Markus Lanz 28.09.2017,1042,10,98,28.09.2017,074'40,23:20:14 - 00:34:54," 23:20:14 - 00:34:54 074'40 O-Ton Interview Markus LANZ mit den Studiogästen Thomas OPPERMANN (ehem. Fraktionsvors. SPD), Hajo SCHUMACHER (Journalist), Markus WASMEIER (ehem. Skirennläufer) und Mirja BOES (Comedian, Sängerin) ",Thomas OPPERMANN,ehem. Fraktionsvors. SPD,Hajo SCHUMACHER,Journalist,Markus WASMEIER,ehem. Skirennläufer,Mirja BOES,"Comedian, Sängerin",,,,,,,,
 Markus Lanz 03.10.2017,1043,10,99,03.10.2017,075'56,23:35:24 - 00:51:20," 23:35:24 - 00:51:20 075'56 O-Ton Interview Markus LANZ mit den Studiogästen Robin ALEXANDER (Journalist), Alexander GAULAND (stellv. Vors. AfD), Atze SCHRÖDER (Comedian) und Max RINNEBERG (erlitt mit 17 eine Amnesie) zusammen mit Franca PARIANEN (Neurowissenschaftlerin) ",Robin ALEXANDER,Journalist,Alexander GAULAND,stellv. Vors. AfD,Atze SCHRÖDER,Comedian,Max RINNEBERG,erlitt mit 17 eine Amnesie,Franca PARIANEN,Neurowissenschaftlerin,,,,,,
 Markus Lanz 04.10.2017,1044,10,100,04.10.2017,076'22,23:30:33 - 00:46:55," 23:30:33 - 00:46:55 076'22 O-Ton Interview Markus LANZ mit den Studiogästen Markus FELDENKIRCHEN (Journalist), Cem ÖZDEMIR (Vors. Bündnis 90 / Die Grünen), CONCHITA (Sängerin) und Helge TIMMERBERG (Journalist, Autor) ",Markus FELDENKIRCHEN,Journalist,Cem ÖZDEMIR,Vors. Bündnis 90 / Die Grünen,Helge TIMMERBERG,"Journalist, Autor",,,,,,,,,,
 Markus Lanz 10.10.2017,1045,10,101,10.10.2017,074'59,22:46:44 - 00:01:43," 22:46:44 - 00:01:43 074'59 O-Ton Interview Markus LANZ mit den Studiogästen Richard David PRECHT (Philosoph), Wolfram WEIMER (Publizist), Brigitte GROTHUM (Schauspielerin) und Karsten BRENSING (Biologe) ",Richard David PRECHT,Philosoph,Wolfram WEIMER,Publizist,Brigitte GROTHUM,Schauspielerin,Karsten BRENSING,Biologe,,,,,,,,
 Markus Lanz 11.10.2017,1046,10,102,11.10.2017,075'29,23:30:32 - 00:46:01," 23:30:32 - 00:46:01 075'29 O-Ton Interview Markus LANZ mit den Studiogästen Julia VON WEILER (Psychologin), Salman RUSHDIE (Schriftsteller), Reinhold MESSNER (Extrembergsteiger) und Claudia DARGA (Karpfenanglerin) zu den Schwerpunktthemen: Fahndung nach Kinderschänder im Internet, Ermittlungen von Fahndern in der digitalen Welt, das Darknet",Julia VON,Psychologin,Salman RUSHDIE,Schriftsteller,Reinhold MESSNER,Extrembergsteiger,Claudia DARGA,Karpfenanglerin,,,,,,,,
 Markus Lanz 12.10.2017,1047,10,103,12.10.2017,076'45,23:19:34 - 00:36:19," 23:19:34 - 00:36:19 076'45 O-Ton Interview Markus LANZ mit den Studiogästen Thomas MIDDELHOFF (ehem. Manager), Jan FLEISCHHAUER (Journalist), sowie Diana MÜLL, Birgitt RÖHLL und Stephan RÖHLL (alle drei ehem. Geiseln der Landshut-Entführung) ",Thomas MIDDELHOFF,ehem. Manager,Jan FLEISCHHAUER,Journalist,Diana MÜLL,alle drei ehem. Geiseln der Landshut-Entführung,Birgitt RÖHLL,alle drei ehem. Geiseln der Landshut-Entführung,Stephan RÖHLL,alle drei ehem. Geiseln der Landshut-Entführung,,,,,,
 Markus Lanz 17.10.2017,1048,10,104,17.10.2017,069'19,23:55:01 - 01:04:20," 23:55:01 - 01:04:20 069'19 O-Ton Interview Markus LANZ mit den Studiogästen Johannes WIMMER (Arzt, Autor), Dirk SCHÜMER (Journalist), Ilse AIGNER (Wirtschaftsministerin Bayern, CSU) und Ranga YOGESHWAR (Moderator, Autor) ",Johannes WIMMER,"Arzt, Autor",Dirk SCHÜMER,Journalist,Ilse AIGNER,"Wirtschaftsministerin Bayern, CSU",Ranga YOGESHWAR,"Moderator, Autor",,,,,,,,
 Markus Lanz 18.10.2017,1049,10,105,18.10.2017,077'08,23:16:11 - 00:33:19," 23:16:11 - 00:33:19 077'08 O-Ton Interview Markus LANZ mit den Studiogästen Andrea KAISER (Moderatorin), Marcel REIF (Journalist), Michael RUMMENIGGE (Ex-Fußballprofi) und Kurt SCHRIMM (ehem. Staatsanwalt) ",Andrea KAISER,Moderatorin,Marcel REIF,Journalist,Michael RUMMENIGGE,Ex-Fußballprofi,Kurt SCHRIMM,ehem. Staatsanwalt,,,,,,,,
 Markus Lanz 19.10.2017,1050,10,106,19.10.2017,075'52,23:19:13 - 00:35:05," 23:19:13 - 00:35:05 075'52 O-Ton Interview Markus LANZ mit den Studiogästen Michael SPRENG (Politikberater), Robert HABECK (stellv. MPr Schleswig-Holstein, Bündnis 90 / Die Grünen), Ina MÜLLER (Sängerin) und Rolf DOBELLI (Schriftsteller) ",Michael SPRENG,Politikberater,Robert HABECK,"stellv. MPr Schleswig-Holstein, Bündnis 90 / Die Grünen",Ina MÜLLER,Sängerin,Rolf DOBELLI,Schriftsteller,,,,,,,,
 Markus Lanz 24.10.2017,1051,10,107,24.10.2017,075'22,23:15:14 - 00:30:36," 23:15:14 - 00:30:36 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Sabine ZIMMERMANN (Moderatorin), Nico ROSBERG (ehem. Formel-1-Rennfahrer), Patrick LANGE (Triathlet) und Prof. Magnus BRECHTKEN (Historiker) ",Sabine ZIMMERMANN,Moderatorin,Nico ROSBERG,ehem. Formel-1-Rennfahrer,Patrick LANGE,Triathlet,Magnus BRECHTKEN,Historiker,,,,,,,,
 Markus Lanz 25.10.2017,1052,10,108,25.10.2017,070'36,23:45:02 - 00:55:38," 23:45:02 - 00:55:38 070'36 O-Ton Interview Markus LANZ mit den Studiogästen Uschi GLAS (Schauspielerin), Fabian HAMBÜCHEN (Kunstturner) mit Wolfgang HAMBÜCHEN (Vater und Turntrainer von Fabian Hambüchen) und Hans Rudolf WÖHRL (Unternehmer) ",Uschi GLAS,Schauspielerin,Fabian HAMBÜCHEN,Kunstturner,Wolfgang HAMBÜCHEN,Vater und Turntrainer von Fabian Hambüchen,Hans Rudolf WÖHRL,Unternehmer,,,,,,,,
